===== Simulation Results =====
Best Fitness (Jain Fairness Index): 0.9857
  User 150 -> Server 0 (Edge)
  User 151 -> Server 7 (Edge)
  User 152 -> Server 8 (Edge)
  User 153 -> Server 1 (Edge)
  User 154 -> Server 9 (Edge)
  User 155 -> Server 1 (Edge)
  User 156 -> Server 4 (Edge)
  User 157 -> Server 2 (Edge)
  User 158 -> Server 5 (Edge)
  User 159 -> Server 6 (Edge)

Total execution time: 337.01 seconds
