===== Simulation Results =====
Best Fitness (Jain Fairness Index): 0.9541
  User 167 -> Server 6 (Edge)
  User 168 -> Server 6 (Edge)
  User 169 -> Server 8 (Edge)
  User 170 -> Server 4 (Edge)
  User 171 -> Server 6 (Edge)
  User 172 -> Server 0 (Edge)
  User 173 -> Server 6 (Edge)
  User 174 -> Server 2 (Edge)
  User 175 -> Server 2 (Edge)
  User 176 -> Server 2 (Edge)
  User 177 -> Server 8 (Edge)
  User 178 -> Server 2 (Edge)
  User 179 -> Server 2 (Edge)
  User 180 -> Server 2 (Edge)
  User 181 -> Server 1 (Edge)
  User 182 -> Server 0 (Edge)
  User 183 -> Server 3 (Edge)
  User 184 -> Server 7 (Edge)
  User 185 -> Server 2 (Edge)
  User 186 -> Server 1 (Edge)
  User 187 -> Server 2 (Edge)
  User 188 -> Server 0 (Edge)
  User 189 -> Server 2 (Edge)
  User 190 -> Server 2 (Edge)
  User 191 -> Server 2 (Edge)
  User 192 -> Server 0 (Edge)
  User 193 -> Server 1 (Edge)
  User 194 -> Server 1 (Edge)
  User 195 -> Server 1 (Edge)
  User 196 -> Server 2 (Edge)
  User 197 -> Server 2 (Edge)
  User 198 -> Server 3 (Edge)
  User 199 -> Server 4 (Edge)
  User 200 -> Server 0 (Edge)
  User 201 -> Server 7 (Edge)
  User 202 -> Server 2 (Edge)
  User 203 -> Server 2 (Edge)
  User 204 -> Server 2 (Edge)
  User 205 -> Server 3 (Edge)
  User 206 -> Server 7 (Edge)
  User 207 -> Server 6 (Edge)
  User 208 -> Server 6 (Edge)
  User 209 -> Server 6 (Edge)
  User 210 -> Server 1 (Edge)
  User 211 -> Server 7 (Edge)
  User 212 -> Server 6 (Edge)
  User 213 -> Server 3 (Edge)
  User 214 -> Server 1 (Edge)
  User 215 -> Server 6 (Edge)
  User 216 -> Server 0 (Edge)
  User 217 -> Server 0 (Edge)
  User 218 -> Server 6 (Edge)
  User 219 -> Server 2 (Edge)
  User 220 -> Server 0 (Edge)
  User 221 -> Server 6 (Edge)
  User 222 -> Server 6 (Edge)
  User 223 -> Server 6 (Edge)
  User 224 -> Server 3 (Edge)
  User 225 -> Server 9 (Cloud)
  User 226 -> Server 1 (Edge)
  User 227 -> Server 6 (Edge)
  User 228 -> Server 1 (Edge)
  User 229 -> Server 7 (Edge)
  User 230 -> Server 1 (Edge)
  User 231 -> Server 9 (Cloud)
  User 232 -> Server 7 (Edge)
  User 233 -> Server 9 (Cloud)
  User 234 -> Server 9 (Cloud)
  User 235 -> Server 9 (Cloud)
  User 236 -> Server 7 (Edge)
  User 237 -> Server 9 (Cloud)
  User 238 -> Server 0 (Edge)
  User 239 -> Server 9 (Cloud)
  User 240 -> Server 0 (Edge)
  User 241 -> Server 9 (Cloud)
  User 242 -> Server 1 (Edge)
  User 243 -> Server 1 (Edge)
  User 244 -> Server 0 (Edge)
  User 245 -> Server 6 (Edge)
  User 246 -> Server 6 (Edge)
  User 247 -> Server 1 (Edge)
  User 248 -> Server 6 (Edge)
  User 249 -> Server 6 (Edge)
  User 250 -> Server 3 (Edge)
  User 251 -> Server 6 (Edge)
  User 252 -> Server 6 (Edge)
  User 253 -> Server 6 (Edge)
  User 254 -> Server 0 (Edge)
  User 255 -> Server 0 (Edge)
  User 256 -> Server 6 (Edge)
  User 257 -> Server 6 (Edge)
  User 258 -> Server 7 (Edge)
  User 259 -> Server 1 (Edge)
  User 260 -> Server 6 (Edge)
  User 261 -> Server 6 (Edge)
  User 262 -> Server 3 (Edge)
  User 263 -> Server 6 (Edge)
  User 264 -> Server 0 (Edge)
  User 265 -> Server 6 (Edge)
  User 266 -> Server 6 (Edge)
  User 267 -> Server 6 (Edge)
  User 268 -> Server 0 (Edge)
  User 269 -> Server 6 (Edge)
  User 270 -> Server 6 (Edge)
  User 271 -> Server 3 (Edge)
  User 272 -> Server 6 (Edge)
  User 273 -> Server 6 (Edge)
  User 274 -> Server 1 (Edge)
  User 275 -> Server 2 (Edge)
  User 276 -> Server 7 (Edge)
  User 277 -> Server 3 (Edge)
  User 278 -> Server 8 (Edge)
  User 279 -> Server 1 (Edge)
  User 280 -> Server 7 (Edge)
  User 281 -> Server 2 (Edge)
  User 282 -> Server 8 (Edge)
  User 283 -> Server 8 (Edge)
  User 284 -> Server 7 (Edge)
  User 285 -> Server 8 (Edge)
  User 286 -> Server 1 (Edge)
  User 287 -> Server 5 (Edge)
  User 288 -> Server 8 (Edge)
  User 289 -> Server 1 (Edge)
  User 290 -> Server 2 (Edge)
  User 291 -> Server 8 (Edge)
  User 292 -> Server 8 (Edge)
  User 293 -> Server 2 (Edge)
  User 294 -> Server 0 (Edge)
  User 295 -> Server 8 (Edge)
  User 296 -> Server 4 (Edge)
  User 297 -> Server 8 (Edge)
  User 298 -> Server 2 (Edge)
  User 299 -> Server 8 (Edge)
  User 300 -> Server 2 (Edge)
  User 301 -> Server 7 (Edge)
  User 302 -> Server 8 (Edge)
  User 303 -> Server 1 (Edge)
  User 304 -> Server 8 (Edge)
  User 305 -> Server 9 (Cloud)
  User 306 -> Server 8 (Edge)
  User 307 -> Server 7 (Edge)
  User 308 -> Server 0 (Edge)
  User 309 -> Server 2 (Edge)
  User 310 -> Server 7 (Edge)
  User 311 -> Server 3 (Edge)
  User 312 -> Server 2 (Edge)
  User 313 -> Server 7 (Edge)
  User 314 -> Server 4 (Edge)
  User 315 -> Server 8 (Edge)
  User 316 -> Server 4 (Edge)
  User 317 -> Server 8 (Edge)
  User 318 -> Server 4 (Edge)
  User 319 -> Server 4 (Edge)
  User 320 -> Server 4 (Edge)
  User 321 -> Server 4 (Edge)
  User 322 -> Server 4 (Edge)
  User 323 -> Server 4 (Edge)
  User 324 -> Server 4 (Edge)
  User 325 -> Server 4 (Edge)
  User 326 -> Server 4 (Edge)
  User 327 -> Server 4 (Edge)
  User 328 -> Server 4 (Edge)
  User 329 -> Server 4 (Edge)
  User 330 -> Server 8 (Edge)
  User 331 -> Server 2 (Edge)
  User 332 -> Server 3 (Edge)
  User 333 -> Server 8 (Edge)
  User 334 -> Server 8 (Edge)
  User 335 -> Server 8 (Edge)
  User 336 -> Server 4 (Edge)
  User 337 -> Server 8 (Edge)
  User 338 -> Server 8 (Edge)
  User 339 -> Server 8 (Edge)
  User 340 -> Server 1 (Edge)
  User 341 -> Server 3 (Edge)
  User 342 -> Server 3 (Edge)
  User 343 -> Server 2 (Edge)
  User 344 -> Server 7 (Edge)
  User 345 -> Server 2 (Edge)
  User 346 -> Server 1 (Edge)
  User 347 -> Server 2 (Edge)
  User 348 -> Server 0 (Edge)
  User 349 -> Server 8 (Edge)
  User 350 -> Server 2 (Edge)
  User 351 -> Server 8 (Edge)
  User 352 -> Server 4 (Edge)
  User 353 -> Server 1 (Edge)
  User 354 -> Server 0 (Edge)
  User 355 -> Server 1 (Edge)
  User 356 -> Server 8 (Edge)
  User 357 -> Server 0 (Edge)
  User 358 -> Server 3 (Edge)
  User 359 -> Server 0 (Edge)
  User 360 -> Server 2 (Edge)
  User 361 -> Server 2 (Edge)
  User 362 -> Server 0 (Edge)
  User 363 -> Server 8 (Edge)
  User 364 -> Server 2 (Edge)
  User 365 -> Server 3 (Edge)
  User 366 -> Server 8 (Edge)
  User 367 -> Server 4 (Edge)
  User 368 -> Server 2 (Edge)
  User 369 -> Server 8 (Edge)
  User 370 -> Server 8 (Edge)
  User 371 -> Server 8 (Edge)
  User 372 -> Server 8 (Edge)
  User 373 -> Server 8 (Edge)
  User 374 -> Server 7 (Edge)
  User 375 -> Server 1 (Edge)
  User 376 -> Server 4 (Edge)
  User 377 -> Server 8 (Edge)
  User 378 -> Server 8 (Edge)
  User 379 -> Server 2 (Edge)
  User 380 -> Server 8 (Edge)
  User 381 -> Server 2 (Edge)
  User 382 -> Server 2 (Edge)
  User 383 -> Server 2 (Edge)
  User 384 -> Server 2 (Edge)
  User 385 -> Server 2 (Edge)
  User 386 -> Server 1 (Edge)
  User 387 -> Server 4 (Edge)
  User 388 -> Server 0 (Edge)
  User 389 -> Server 2 (Edge)
  User 390 -> Server 0 (Edge)
  User 391 -> Server 2 (Edge)
  User 392 -> Server 8 (Edge)
  User 393 -> Server 2 (Edge)
  User 394 -> Server 2 (Edge)
  User 395 -> Server 8 (Edge)
  User 396 -> Server 8 (Edge)
  User 397 -> Server 7 (Edge)
  User 398 -> Server 2 (Edge)
  User 399 -> Server 1 (Edge)
